"Lastname","Nation","Sherpa","Gender","Y"
"Pemba Nuru Iii","NEP","Sherpa","m","2008"
"Perlino","ITA","","m","2008"
"Phul Maya Tamang","IND","","f","2008"
"Phuntsok","IND","","m","2008"
"Phura Kancha (Fur Kancha)","NEP","Sherpa","m","2008"
"Phurba Chhoter","NEP","Sherpa","m","2008"
"Phurba Tenzing I","NEP","Sherpa","m","2008"
"Popoviciu","ROM","","m","2008"
"Rigden","IND","","m","2008"
"Rojanapanich","THA","","m","2008"
"Sala","ITA","","m","2008"
"Serap (Sherap)","NEP","Sherpa","m","2008"
"Sharma","IND","","m","2008"
"Short","UK","","m","2008"
"Singh","IND","","m","2008"
"Singh","IND","","m","2008"
"Singh","IND","","m","2008"
"Son","SK","","m","2008"
"Sottsass","ITA","","m","2008"
"Tashi Ii","NEP","Sherpa","m","2008"
"Tenpa","IND","","m","2008"
"Thivierge","CAN","","m","2008"
"Tshering Dorje I","NEP","Sherpa","m","2008"
"Tul Singh Gurung","NEP","","m","2008"
"Waters","USA","","m","2008"
"Wedberg","USA","","m","2008"
"Yangdi","IND","","f","2008"
"Yannuzzi","USA","","m","2008"
"Zlattinger","UK","","m","2008"
"Balfour","UK","","m","2008"
"Brash","CAN","","m","2008"
"Brittleton","UK","","m","2008"
"Chewang Lendu","NEP","Sherpa","m","2008"
"Chhumbi","NEP","Sherpa","m","2008"
"Chung","SK","","m","2008"
"Dawa Dorje","NEP","Sherpa","m","2008"
"Dawa Wangchuk (Dawa Ongchu)","NEP","Sherpa","m","2008"
"Hamilton","UK","","m","2008"
"Hawrylewicz","POL","","m","2008"
"Kami I (Kame)","NEP","Sherpa","m","2008"
"Kiela-Pałys","POL","","f","2008"
"Kim","SK","","m","2008"
"Kim","SK","","m","2008"
"Kim","SK","","f","2008"
"Lee","SK","","m","2008"
"Lhakpa Nuru Xi","NEP","Sherpa","m","2008"
"Lila Bahadur Basnet","NEP","","m","2008"
"Merle","USA","","m","2008"
"Mingma Dorje Iv (Mingmar Dorje)","NEP","Sherpa","m","2008"
"Mingma Ngima","NEP","Sherpa","m","2008"
"Mingma Tenzing Ii","NEP","Sherpa","m","2008"
"Mingma Thinduk Ii","NEP","Sherpa","m","2008"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","2008"
"Morse","USA","","m","2008"
"Nima Iii (Ngima)","NEP","Sherpa","m","2008"
"Nima Gyalzen I","NEP","Sherpa","m","2008"
"Nuru Wangchu","NEP","Sherpa","m","2008"
"Otto","CAN","","m","2008"
"Otto","CAN","","m","2008"
"Pasang Namgyal","NEP","Sherpa","m","2008"
"Pasang Nuru V","NEP","Sherpa","m","2008"
"Pasang Tenzing Ii","NEP","Sherpa","m","2008"
"Pema Chhiring (Pema Chhiri)","NEP","Sherpa","m","2008"
"Pemba Ii","NEP","Sherpa","m","2008"
"Pennington","UK","","f","2008"
"Phurba Wangchu","NEP","Sherpa","m","2008"
"Pickett","UK","","f","2008"
"Procter","UK","","m","2008"
"Smith","CAN","","m","2008"
"Taylor","IRE","","m","2008"
"Tshering Dorje Ii (Chhiring Dorje)","NEP","Sherpa","m","2008"
"Wangchu Iii","NEP","Sherpa","m","2008"
"Williams","UK","","m","2008"
"Ang Dorje Ii (Chuldim Dorje)","NEP","Sherpa","m","2008"
"Ang Pasang Iii","NEP","Sherpa","m","2008"
"Bart","AUS","","f","2008"
"Bart","AUS","","f","2008"
"Bista","NEP","","f","2008"
"Bixler","USA","","m","2008"
"Bradey","NZ","","f","2008"
"Casserley","UK","","m","2008"
"Chaulagain","NEP","","m","2008"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","2008"
"Cool","UK","","m","2008"
"Curtin","USA","","m","2008"
"Dakipa","NEP","Sherpa","m","2008"
"Dawa Jangbu I (Da Jangbu I)","NEP","Sherpa","m","2008"
"Dawa Jangbu Ii (Da Jangbu Ii)","NEP","Sherpa","m","2008"
"Dawa Nuru Iv (Da Nuru)","NEP","Sherpa","m","2008"
"Dawa Sona (Da Sonam)","NEP","Sherpa","m","2008"
"Drowley","UK","","m","2008"
"Faike","USA","","f","2008"
"Farmer","UK","","m","2008"
"Fujimori","JAP","","m","2008"
"Hamill","USA","","m","2008"
"Hovland","USA","","f","2008"
"Hyde","USA","","m","2008"
"Kadoya","JAP","","m","2008"
"Kami Rita I (Topke)","NEP","Sherpa","m","2008"
"Kato","JAP","","m","2008"
"Konrath","USA","","m","2008"
"Laserer","A","","m","2008"
"Lhakpa Dorje Iv","NEP","Sherpa","m","2008"
"Lhakpa Nuru Xii","NEP","Sherpa","m","2008"
"Lhakpa Rita I","NEP","Sherpa","m","2008"
"Lhakpa Wangchu","NEP","Sherpa","m","2008"
"Luscher","USA","","m","2008"
"Masheter","USA","","f","2008"
"Masuda","JAP","","m","2008"
"Mingma Chhiri I (Mingma Chhiring)","NEP","Sherpa","m","2008"
"Mingma Dorje V","NEP","Sherpa","m","2008"
"Musey","USA","","m","2008"
"Namgyal Iii","NEP","Sherpa","m","2008"
"Nima Doma","NEP","","f","2008"
"Nima Kancha Iv","NEP","Sherpa","m","2008"
"Nima Tenzing I","NEP","Sherpa","m","2008"
"Novick","USA","","m","2008"
"Nurbu Bhote Lama","NEP","","m","2008"
"Ogwyn","USA","","m","2008"
"Pasang Vi","NEP","Sherpa","m","2008"
"Pasang Bhote I (Pasang Lama Bhote)","NEP","","m","2008"
"Pasang Bhote Ii","NEP","","m","2008"
"Pasang Dawa Iii","NEP","Sherpa","m","2008"
"Pasang Rita Ii (Pa Rita)","NEP","Sherpa","m","2008"
"Pasang Tsheri","NEP","Sherpa","m","2008"
"Pemba Chhoti I","NEP","Sherpa","m","2008"
"Peralvo","ECU","","m","2008"
"Phinzo Ii (Phinjo)","NEP","Sherpa","m","2008"
"Phu Nuru (Phunuru)","NEP","Sherpa","m","2008"
"Phu Tashi I","NEP","Sherpa","m","2008"
"Phurba Chhiri (Phurba Tshering)","NEP","Sherpa","m","2008"
"Rita Dorje (Ang Rita Dorje)","NEP","Sherpa","m","2008"
"Roberts","NZ","","m","2008"
"Sange Dorje","NEP","Sherpa","m","2008"
"Saunders","UK","","m","2008"
"Scull","USA","","m","2008"
"Shaile Basnet","NEP","","f","2008"
"Singh","NEP","","f","2008"
"Soebbing","USA","","m","2008"
"Sonam Tshering Ii (Ang Sona)","NEP","Sherpa","m","2008"
"Tejas","USA","","m","2008"
"Temba Ii","NEP","Sherpa","m","2008"
"Tendi Ii","NEP","Sherpa","m","2008"
"Trümpelmann","SA","","m","2008"
"Tshering Namgyal (Ang Namgyal)","NEP","Sherpa","m","2008"
"Warren","USA","","m","2008"
"Wells","USA","","f","2008"
"Williams","CAN","","m","2008"
"Bir Bahadur Gurung","NEP","","m","2008"
"Brennan","UK","","m","2008"
"Changba Nurbu (Chongba Nuru)","NEP","Sherpa","m","2008"
"Chheten Dorje","NEP","Sherpa","m","2008"
"Da Gombu","NEP","Sherpa","m","2008"
"Dendoune","ALG","","m","2008"
"Dharma Bahadur Rai","NEP","","m","2008"
"Furneaux","CAN","","m","2008"
"Jones","CAN","","m","2008"
"Kristiansen","DK","","m","2008"
"Lhakpa Nuru Viii","NEP","Sherpa","m","2008"
"Lhakpa Nuru Xiii","NEP","Sherpa","m","2008"
"Lhakpa Tshering Vii","NEP","Sherpa","m","2008"
"Linzbichler","A","","m","2008"
"Manni","ITA","","m","2008"
"Min Bahadur Sherchan","NEP","","m","2008"
"Mingma Dukpa","NEP","Sherpa","m","2008"
"Nima Ii (Ngima)","NEP","Sherpa","m","2008"
"Pasang Iii","NEP","Sherpa","m","2008"
"Pasang Wangchu I","NEP","Sherpa","m","2008"
"Pasang Yila","NEP","Sherpa","m","2008"
"Pemba Tenjin","NEP","Sherpa","m","2008"
"Salameh","JOR","","m","2008"
"Sange Ii","NEP","Sherpa","m","2008"
"Sasseville","CAN","","m","2008"
"Sherap Jangbu (Serap Jangbu)","NEP","Sherpa","m","2008"
"Shreshta","NEP","","f","2008"
"Smidt","DK","","m","2008"
"Temba Iii","NEP","Sherpa","m","2008"
"Thendorje (Thendu Dorje)","NEP","Sherpa","m","2008"
"Dawa Steven","NEP","Sherpa","m","2008"
"Igarashi","JAP","","m","2008"
"Jangbu Viii","NEP","Sherpa","m","2008"
"Liaño","MEX","","m","2008"
"Mallory","CAN","","m","2008"
"Mallory","CAN","","m","2008"
"Mallory","CAN","","m","2008"
"Mingma Dorje Ii","NEP","Sherpa","m","2008"
"Miura","JAP","","m","2008"
"Muraguchi","JAP","","m","2008"
"Nga Temba I (Ngatemba)","NEP","Sherpa","m","2008"
"Nima Kancha V","NEP","Sherpa","m","2008"
"Nima Nurbu","NEP","Sherpa","m","2008"
"Ongje (Wangche)","NEP","Sherpa","m","2008"
"Pemba Gyalzen Iii (Pemba Geljen)","NEP","Sherpa","m","2008"
"Phur Gyalzen I (Fur Geljen)","NEP","Sherpa","m","2008"
"Sange I","NEP","Sherpa","m","2008"
"Tamtin (Thomting, Tamding)","NEP","Sherpa","m","2008"
"Thundu","NEP","Sherpa","m","2008"
"Ang Dawa Ii","NEP","Sherpa","m","2008"
"Ang Kami Vi","NEP","Sherpa","m","2008"
"Finjo Dorje (Phinjo Dorje)","NEP","Sherpa","m","2008"
"Hahn","USA","","m","2008"
"Keppke","BRA","","m","2008"
"Kovalev","UKR","","m","2008"
"Lykov","UKR","","m","2008"
"Mallory","CAN","","f","2008"
"Messner","USA","","f","2008"
"Nga Tenji","NEP","Sherpa","m","2008"
"Paliy","UKR","","m","2008"
"Pasang Norbu Ii","NEP","Sherpa","m","2008"
"Raineri","BRA","","m","2008"
"Samduk (Sanduk) Dorje Tamang","NEP","","m","2008"
"Storozhenko","UKR","","m","2008"
"Browder","USA","","m","2008"
"Lhakpa Gelu Ii (Lhakpa Gelbu)","NEP","Sherpa","m","2008"
"Pasang Gelu I","NEP","Sherpa","m","2008"
"Dorje Sonam Gyalzen","NEP","Sherpa","m","2009"
"Kami Rita I (Topke)","NEP","Sherpa","m","2009"
"Mingma Tenzing Ii","NEP","Sherpa","m","2009"
"Nima Tshering I (Ngima Chhiri)","NEP","Sherpa","m","2009"
"Panuru (Pasang Nuru, Pa Nuru)","NEP","Sherpa","m","2009"
"Phurba Tashi","NEP","Sherpa","m","2009"
"Tait","UK","","m","2009"
"Chimi Tashi (Qimi Tashi)","CHN","","m","2009"
"Dorje Tsering","CHN","","m","2009"
"Ngawang Dorje","CHN","","m","2009"
"Pemba Tashi (Bianba Zaxi) Ii","CHN","","m","2009"
"Tenzing ??","CHN","","m","2009"
"Tenzing Gyurme","CHN","","m","2009"
"Chen","CHN","","m","2009"
"Lin","CHN","","m","2009"
"Liu","CHN","","m","2009"
"Ngodup (Ou Chu)","CHN","","m","2009"
"Pu","CHN","","m","2009"
"Sonam Tashi (Soinam Zaxi)","CHN","","m","2009"
"Sun","CHN","","f","2009"
"Tsipe (Cipei)","CHN","","m","2009"
"Xiao","CHN","","m","2009"
"Zhang","CHN","","m","2009"
"Zhao","CHN","","f","2009"
"?","CHN","","m","2009"
"?","CHN","","m","2009"
"?","CHN","","m","2009"
"Izquierdo","E","","m","2009"
"Lang","CHN","","m","2009"
"Lhakpa Nuru Xiv","NEP","Sherpa","m","2009"
"Li","CHN","","m","2009"
"Lobchong (Lobsang) I","CHN","","m","2009"
"Luo","CHN","","m","2009"
"Luo","CHN","","f","2009"
"Miyamori","JAP","","m","2009"
"Muktu Lhakpa","NEP","Sherpa","m","2009"
"Ngawang Dhondup","CHN","","m","2009"
"Pasang Tarke (Pasang Tagqu)","CHN","","m","2009"
"Pazzaglia","SM","","m","2009"
"Pemba Dhondup (Bianba Dunzhu)","CHN","","m","2009"
"Phur Gyalzen I (Fur Geljen)","NEP","Sherpa","m","2009"
"Phurtse (Phurbu Tsering)","CHN","","m","2009"
"Qu","CHN","","m","2009"
"Su","CHN","","m","2009"
"Tanaka","JAP","","m","2009"
"Tashi Phinzo 1","CHN","","m","2009"
"Tashi Tshering (Zhaxi Ciren) 3","CHN","","m","2009"
"Tsering Dorje Ii (Cering Doje)","CHN","","m","2009"
"Tsering Samdrup","CHN","","m","2009"
"Wangchu Iii","NEP","Sherpa","m","2009"
"Wangdu Iii (Small)","CHN","","m","2009"
"Wangdu Iv","CHN","","m","2009"
"Wu","CHN","","m","2009"
"Xing","CHN","","m","2009"
"Xu","CHN","","m","2009"
"Yang","CHN","","m","2009"
"Yang","CHN","","m","2009"
"Zhang","CHN","","m","2009"
"Ang Dorje Ii (Chuldim Dorje)","NEP","Sherpa","m","2009"
"Benegas","USA","","m","2009"
"Benegas","USA","","m","2009"
"Bennike","DK","","m","2009"
"Bostjančić","CRO","","f","2009"
"Bostjančić","CRO","","f","2009"
"Chhiti (Chhiring) Thinduk Bhote","NEP","","m","2009"
"Chiang","TAI","","f","2009"
"Collinson","USA","","m","2009"
"Crampton","UK","","m","2009"
"Dawa Chhiri Iii","NEP","Sherpa","m","2009"
"Dawa Gyalzen Ii","NEP","Sherpa","m","2009"
"Dawa Jangbu I (Da Jangbu I)","NEP","Sherpa","m","2009"
"Dawa Jongbu (Dawa Jamba)","NEP","Sherpa","m","2009"
"Elmezov","RUS","","m","2009"
"Fairweather","UK","","m","2009"
"Freeman","USA","","m","2009"
"Fulton","UK","","m","2009"
"Fura Dorje (Phura Dorje)","NEP","Sherpa","m","2009"
"Goodland","UK","","m","2009"
"Griber","USA","","m","2009"
"Hamilton","UK","","m","2009"
"Huang","TAI","","m","2009"
"Johanson","AUS","","m","2009"
"Jyamchang Bhote","NEP","","m","2009"
"Kami I (Kame)","NEP","Sherpa","m","2009"
"Karma Gyalzen V","NEP","Sherpa","m","2009"
"Kazi Ii (Kaji)","NEP","Sherpa","m","2009"
"Kedev","MAC","","m","2009"
"Kim","SK","","m","2009"
"Kim","SK","","m","2009"
"Kul Bahadur Magar","NEP","","m","2009"
"Lee","SK","","m","2009"
"Lem","USA","","m","2009"
"Lhakpa Nuru Ii","NEP","Sherpa","m","2009"
"Mansikka","SF","","m","2009"
"Mingma Dukpa","NEP","Sherpa","m","2009"
"Moffatt","UK","","m","2009"
"Monedero","E","","m","2009"
"Nawang Chhangba","NEP","Sherpa","m","2009"
"Nawang Lhakpa (Ngawang Lhakpa)","NEP","Sherpa","m","2009"
"Nima Chhiri","NEP","Sherpa","m","2009"
"Nima Gyalzen I","NEP","Sherpa","m","2009"
"Nima Gyalzen Ii","NEP","Sherpa","m","2009"
"Nima Gyalzen Iii","NEP","Sherpa","m","2009"
"Nima Nuru Ii (Ngima Nuru)","NEP","Sherpa","m","2009"
"Norton","USA","","m","2009"
"Palden Nima","NEP","Sherpa","m","2009"
"Park","SK","","m","2009"
"Pasang Bhote Ii","NEP","","m","2009"
"Pasang Dawa Iv","NEP","Sherpa","m","2009"
"Pasang Tendi Ii","NEP","Sherpa","m","2009"
"Pasang Tenzing I","NEP","Sherpa","m","2009"
"Pattison","UK","","m","2009"
"Pema Chhiring (Pema Chhiri)","NEP","Sherpa","m","2009"
"Pemba Ii","NEP","Sherpa","m","2009"
"Pemba Chhoti I","NEP","Sherpa","m","2009"
"Pemba Dorje Ii","NEP","Sherpa","m","2009"
"Pemba Nuru Iii","NEP","Sherpa","m","2009"
"Pemba Rinjin","NEP","Sherpa","m","2009"
"Pemba Rita","NEP","Sherpa","m","2009"
"Pemba Tenjin","NEP","Sherpa","m","2009"
"Phu Tshering","NEP","Sherpa","m","2009"
"Phura Nuru Ii","NEP","Sherpa","m","2009"
"Phurba Namgyal","NEP","Sherpa","m","2009"
"Phurba Tenzing I","NEP","Sherpa","m","2009"
"Rehfeld","USA","","m","2009"
"Robertson","UK","","m","2009"
"Sahney","USA","","m","2009"
"Sahores","ARG","","f","2009"
"Sambahangphe","NEP","","f","2009"
"Sange Dorje","NEP","Sherpa","m","2009"
"Sanu","NEP","Sherpa","m","2009"
"Scarth","USA","","m","2009"
"Tashi Ii","NEP","Sherpa","m","2009"
"Temba Ii","NEP","Sherpa","m","2009"
"Tenji I (Tenzing)","NEP","Sherpa","m","2009"
"Thile Nurbu (Thile Nuru)","NEP","Sherpa","m","2009"
"Thundu","NEP","Sherpa","m","2009"
"Tika Ram Gurung","NEP","","m","2009"
"Tshering Thundu","NEP","Sherpa","m","2009"
"Viesturs","USA","","m","2009"
"Wagner","USA","","m","2009"
"Wang","SK","","m","2009"
"Wangchukal (Onjukal)","NEP","Sherpa","m","2009"
"Waymark","UK","","m","2009"
"Whittaker","USA","","m","2009"
"Wraith","USA","","m","2009"
"Wu","TAI","","m","2009"
"Abramov","RUS","","m","2009"
"Ang Dawa Ii","NEP","Sherpa","m","2009"
"Ang Namgyal","NEP","Sherpa","m","2009"
"Bobok","RUS","","m","2009"
"Bogenschütz","GER","","m","2009"
"Challéat","F","","m","2009"
"Chen","USA","","m","2009"
"Coron","F","","m","2009"
"Da Dendi","NEP","Sherpa","m","2009"
"Da Ongchhu","NEP","Sherpa","m","2009"
"Dawa Nuru Iii (Danuru)","NEP","Sherpa","m","2009"
"Dendi V","NEP","Sherpa","m","2009"
"Díez","E","","m","2009"
"Diz","E","","m","2009"
"Eddy","USA","","m","2009"
"Geranmayeh","IRN","","m","2009"
"Grubb","USA","","m","2009"
"Hamill","USA","","m","2009"
"Inkinen","SF","","m","2009"
"Jakofčič","SLO","","m","2009"
"Jamling Bhote","NEP","","m","2009"
"Jangbu V","NEP","Sherpa","m","2009"
"Jangbu Vii","NEP","Sherpa","m","2009"
"Jangbu Viii","NEP","Sherpa","m","2009"
"Jangbu Ix","NEP","Sherpa","m","2009"
"Jin","SK","","m","2009"
"Kami Tshering (Ang Chhiring)","NEP","Sherpa","m","2009"
"Kancha Nuru Ii","NEP","Sherpa","m","2009"
"Kancha Nuru Iii","NEP","Sherpa","m","2009"
"Kang","SK","","m","2009"
"Karma Ii","NEP","Sherpa","m","2009"
"Karna Bahadur Tamang","NEP","","m","2009"
"Karpenko","MOL","","m","2009"
"Karsang (Gesang) 2","CHN","","m","2009"
"Keren","ISR","","m","2009"
"Khutorovski","RUS","","m","2009"
"Klepeisz","A","","m","2009"
"Kobler","CH","","m","2009"
"Kusang Tenzing","NEP","Sherpa","m","2009"
"Lavigne","CAN","","m","2009"
"Lee","SIN","","f","2009"
"Lee","SIN","","f","2009"
"Leino","SF","","m","2009"
"Lhakpa Vii","NEP","Sherpa","m","2009"
"Lhakpa Bhote I","NEP","","m","2009"
"Lhakpa Gelu Ii (Lhakpa Gelbu)","NEP","Sherpa","m","2009"
"Lhakpa Rangdu","NEP","Sherpa","m","2009"
"Lila Bahadur Basnet","NEP","","m","2009"
"Lobchong (Lobsang) Ii","CHN","","m","2009"
"López","MEX","","m","2009"
"Marin","USA","","m","2009"
"Maurel","F","","m","2009"
"Mingma Gelu","NEP","Sherpa","m","2009"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","2009"
"Mingma Tshering Iii (Mingma Chhiring)","NEP","Sherpa","m","2009"
"Mingmar","NEP","Sherpa","m","2009"
"Mitenjen (Mingma)","NEP","Sherpa","m","2009"
"Moses","USA","","m","2009"
"Myllys","SF","","m","2009"
"Namgyal I (Namgya)","NEP","Sherpa","m","2009"
"Namgyal Ii","NEP","Sherpa","m","2009"
"Ngima Ii","NEP","Sherpa","m","2009"
"Nikitin","RUS","","m","2009"
"Nima Gombu (Gombu)","NEP","Sherpa","m","2009"
"Palden Namgye (Palden Namgyal)","NEP","Sherpa","m","2009"
"Panuru (Pasang Nuru, Pa Nuru)","NEP","Sherpa","m","2009"
"Parazynski","USA","","m","2009"
"Park","SK","","m","2009"
"Pasang Vii","NEP","Sherpa","m","2009"
"Pasang Nuru Iii","NEP","Sherpa","m","2009"
"Pechhumbe","NEP","Sherpa","m","2009"
"Pema Tshering Ii (Pem Chhiri)","NEP","Sherpa","m","2009"
"Pemba I","NEP","Sherpa","m","2009"
"Pemba Chhoti Ii","NEP","Sherpa","m","2009"
"Pemba Norbu Iv (Pemba Nurbu)","NEP","Sherpa","m","2009"
"Peme","NEP","Sherpa","m","2009"
"Pennington","UK","","f","2009"
"Pflugradt","GER","","m","2009"
"Rahomäki","SF","","m","2009"
"Ravenstijn","NL","","m","2009"
"Redar Lama Bhote","NEP","","m","2009"
"Reuss","GER","","m","2009"
"Richmond","UK","","f","2009"
"Rudolph","GER","","m","2009"
"Samduk (Sanduk) Dorje Tamang","NEP","","m","2009"
"Sharma","IND","","m","2009"
"Shin","SK","","m","2009"
"Sonam Finjo (Ang Pinjo)","NEP","Sherpa","m","2009"
"Springer","USA","","m","2009"
"Strange","USA","","m","2009"
"Strange","USA","","m","2009"
"Tan","SIN","","f","2009"
"Tashi I","NEP","Sherpa","m","2009"
"Tashi Thundup (Tashi Thundu)","NEP","Sherpa","m","2009"
"Temba Iii","NEP","Sherpa","m","2009"
"Thapa Magar","NEP","","m","2009"
"Tshering Pemba","NEP","Sherpa","m","2009"
"Wangchu Ii","NEP","Sherpa","m","2009"
"Wardle","UK","","m","2009"
"Wehrli","CH","","m","2009"
"Woolums","USA","","m","2009"
"Yazdipour","IRN","","m","2009"
"Yonten (Yundan)","CHN","","m","2009"
"Apa (Appa)","NEP","Sherpa","m","2009"
"Arai","JAP","","m","2009"
"Ballinger","UK","","m","2009"
"Barańska","POL","","f","2009"
"Bierling","GER","","f","2009"
"Bisht","IND","","m","2009"
"Black","UK","","m","2009"
"Bodh","IND","","m","2009"
"Bogatyrev","RUS","","m","2009"
"Burathoki","IND","","f","2009"
"Cheppa","NEP","Sherpa","m","2009"
"Cherny","RUS","","m","2009"
"Chewang Dorje Ii","NEP","Sherpa","m","2009"
"Chewang Palden","NEP","Sherpa","m","2009"
"Chhyang Jyalbu Bhote","NEP","","m","2009"
"Colletta","F","","m","2009"
"Contreras","MEX","","m","2009"
"Cool","UK","","m","2009"
"Cunningham","USA","","m","2009"
"Da Tendi (Da Dendi)","NEP","Sherpa","m","2009"
"Dharmshaktu","IND","","m","2009"
"Dorje Gyalzen","NEP","Sherpa","m","2009"
"Dovell","UK","","m","2009"
"Fiennes","UK","","m","2009"
"Fox","USA","","m","2009"
"González","ECU","","m","2009"
"González Del Castillo","MEX","","f","2009"
"Green","USA","","m","2009"
"Gusain","IND","","m","2009"
"Gyaluk (Gyalu Lama)","NEP","Sherpa","m","2009"
"Hanna","UK","","f","2009"
"Hanna","UK","","m","2009"
"Honda","JAP","","m","2009"
"Hutson","UK","","m","2009"
"Jones","IRE","","m","2009"
"Kami Chhiri","NEP","Sherpa","m","2009"
"Karma I","NEP","Sherpa","m","2009"
"Karma Gyalzen Iv","NEP","Sherpa","m","2009"
"Karsang Namgyal/Namgel","NEP","Sherpa","m","2009"
"Kobold","GER","","m","2009"
"Kondo","JAP","","m","2009"
"Lama Babu Ii","NEP","Sherpa","m","2009"
"Lhakpa Thundu I","NEP","Sherpa","m","2009"
"Lhakpa Tshering Iv (Lhakpa Tshiri)","NEP","Sherpa","m","2009"
"Lhakpa Wangchu","NEP","Sherpa","m","2009"
"Martini","ITA","","m","2009"
"Massimo","ITA","","m","2009"
"Mingma Dorje Iii","NEP","Sherpa","m","2009"
"Mingmar Dorje","NEP","Sherpa","m","2009"
"Mra","IND","","m","2009"
"Na Dorje","NEP","Sherpa","m","2009"
"Nava Falcón","MEX","","m","2009"
"Nima Iv","NEP","Sherpa","m","2009"
"Nima Dorje V","NEP","Sherpa","m","2009"
"Nima Kancha I","NEP","Sherpa","m","2009"
"Nima Ongdi","NEP","Sherpa","m","2009"
"Nuru Gyalzen","NEP","Sherpa","m","2009"
"Panwar","IND","","m","2009"
"Pasang Ii","NEP","Sherpa","m","2009"
"Pasang Dawa I (Pa Dawa, Pando)","NEP","Sherpa","m","2009"
"Pasang Dawa Ii","NEP","Sherpa","m","2009"
"Pasang Kaji","NEP","Sherpa","m","2009"
"Pasang Kami Iii","NEP","Sherpa","m","2009"
"Pasang Kami Iv","NEP","Sherpa","m","2009"
"Pasang Karma","NEP","Sherpa","m","2009"
"Pasang Nima Ii","NEP","Sherpa","m","2009"
"Pasang Norbu Ii","NEP","Sherpa","m","2009"
"Pasang Temba Ii","NEP","Sherpa","m","2009"
"Patil","IND","","f","2009"
"Pema (I)","NEP","Sherpa","m","2009"
"Pema Dorje Ii","NEP","Sherpa","m","2009"
"Pemba Chhuti (Pemba Chhoti)","NEP","Sherpa","m","2009"
"Pemba Nurbu I","NEP","Sherpa","m","2009"
"Pemba Tenzing I","NEP","Sherpa","m","2009"
"Phur Temba","NEP","Sherpa","m","2009"
"Phurba I","NEP","Sherpa","m","2009"
"Phurba Chhiri (Phurba Tshering)","NEP","Sherpa","m","2009"
"Phurba Tashi","NEP","Sherpa","m","2009"
"Pizarro","CAN","","m","2009"
"Pritzker","USA","","m","2009"
"Qiu","USA","","m","2009"
"Rambøl","NOR","","m","2009"
"Rana","IND","","m","2009"
"Rawat","IND","","m","2009"
"Rawat","IND","","m","2009"
"Rinjen","NEP","Sherpa","m","2009"
"Ritemba","NEP","Sherpa","m","2009"
"Schwinte","F","","m","2009"
"Semwal","IND","","m","2009"
"Shera Gyalzen","NEP","Sherpa","m","2009"
"Shinozaki","JAP","","m","2009"
"Šijan","CRO","","f","2009"
"Singh","CAN","","m","2009"
"Son Dorje","NEP","Sherpa","m","2009"
"Staples","NZ","","m","2009"
"Takada","JAP","","m","2009"
"Tashi Tshering Ii (Tashi Chhiring)","NEP","Sherpa","m","2009"
"Tashi Tshering Iii","NEP","Sherpa","m","2009"
"Thukten Dorje","NEP","Sherpa","m","2009"
"Tsang","CHN","","m","2009"
"Tshering Namgyal (Ang Namgyal)","NEP","Sherpa","m","2009"
"Tshering Tashi I","NEP","Sherpa","m","2009"
"Ugyan","HUN","","f","2009"
"Vrbek","CRO","","f","2009"
"Westgate","UK","","f","2009"
"Ziebarth","GER","","m","2009"
"Aupperle","USA","","m","2009"
"Dawa Dorje","NEP","Sherpa","m","2009"
"Dawa Finjo Lama Bhote","NEP","","m","2009"
"Dawa Nuru I (Da Nuru)","NEP","Sherpa","m","2009"
"Dawa Tenzing I (Da Tenzing)","NEP","Sherpa","m","2009"
"Dorje Khatri","NEP","","m","2009"
"Edwards","UK","","m","2009"
"Erichsrud","NOR","","m","2009"
"Farris","USA","","m","2009"
"Grønnerøe","NOR","","m","2009"
"Guest","CAN","","m","2009"
"James","UK","","m","2009"
"Jangbu X","NEP","Sherpa","m","2009"
"Kolchev","BUL","","m","2009"
"Kolcheva (B Stanimirova)","BUL","","f","2009"
"Lee","SIN","","f","2009"
"Lhakpa Nuru Viii","NEP","Sherpa","m","2009"
"Merle","USA","","m","2009"
"Namgyal Tshering (Namgyal Chhiri)","NEP","Sherpa","m","2009"
"Nawang Tenzing I","NEP","Sherpa","m","2009"
"Nima Karma","NEP","Sherpa","m","2009"
"Noble","UK","","m","2009"
"Nuru Wangchu","NEP","Sherpa","m","2009"
"Nyquist","NOR","","m","2009"
"Pasang Rinji Ii","NEP","Sherpa","m","2009"
"Phinzo Ii (Phinjo)","NEP","Sherpa","m","2009"
"Phu Tashi I","NEP","Sherpa","m","2009"
"Shea","USA","","m","2009"
"Sonam Dorje","NEP","Sherpa","m","2009"
"Soo","SIN","","f","2009"
"Surendra Kumar Gurung","NEP","","m","2009"
"Sutcliffe","UK","","m","2009"
"Thomas","UK","","m","2009"
"Williams","UK","","m","2009"
"Ang Chhiring Ii","NEP","Sherpa","m","2009"
"Ang Kaji (Ang Kazi)","NEP","Sherpa","m","2009"
"Ang Karma Iii","NEP","Sherpa","m","2009"
"Ang Mingma (Mingma)","NEP","Sherpa","m","2009"
"Ang Sonam (Pasang Sona)","NEP","Sherpa","m","2009"
"Arnot","USA","","f","2009"
"Boulanger","F","","m","2009"
"Boyer","USA","","m","2009"
